src,edge_attr,dst
The Ray-Ban Meta smart glasses actually make the future look cool,Similar metadata record: The Ray-Ban Meta smart glasses actually make the future look cool and The Apple Watch’s double tap gesture points at a new way to use wearables,The Apple Watch’s double tap gesture points at a new way to use wearables
The Ray-Ban Meta smart glasses actually make the future look cool,Similar metadata record: The Ray-Ban Meta smart glasses actually make the future look cool and Some of our favorite devices are on sale for Black Friday.,Some of our favorite devices are on sale for Black Friday.
8 predictions for AI in 2024,Similar metadata record: 8 predictions for AI in 2024 and 2023 in social media: the case for the fediverse,2023 in social media: the case for the fediverse
8 predictions for AI in 2024,Similar metadata record: 8 predictions for AI in 2024 and EU says incoming rules for general purpose AIs can evolve over time,EU says incoming rules for general purpose AIs can evolve over time
8 predictions for AI in 2024,"Similar metadata record: 8 predictions for AI in 2024 and Amazon’s Tye Brady discusses generative AI, humanoid robots and mobile manipulation","Amazon’s Tye Brady discusses generative AI, humanoid robots and mobile manipulation"
"Uber sexual assault survivors call for in-car cameras, tech upgrades","Similar metadata record: Uber sexual assault survivors call for in-car cameras, tech upgrades and Kick streamers consider leaving over CEO’s comments in a sex worker ‘prank’ stream",Kick streamers consider leaving over CEO’s comments in a sex worker ‘prank’ stream
"Uber sexual assault survivors call for in-car cameras, tech upgrades","Similar metadata record: Uber sexual assault survivors call for in-car cameras, tech upgrades and Tesla ‘digs its own grave with the Cybertruck,’ Convoy collapses and Rivian scores a win at Rebelle","Tesla ‘digs its own grave with the Cybertruck,’ Convoy collapses and Rivian scores a win at Rebelle"
"Uber sexual assault survivors call for in-car cameras, tech upgrades","Similar metadata record: Uber sexual assault survivors call for in-car cameras, tech upgrades and Cruise hits the brakes on driverless, UAW makes progress and more EV backpedaling","Cruise hits the brakes on driverless, UAW makes progress and more EV backpedaling"
"Uber sexual assault survivors call for in-car cameras, tech upgrades","Similar metadata record: Uber sexual assault survivors call for in-car cameras, tech upgrades and What’s up with Tesla’s Cybertruck? Everything to know about much-hyped electric pickup",What’s up with Tesla’s Cybertruck? Everything to know about much-hyped electric pickup
"Uber sexual assault survivors call for in-car cameras, tech upgrades","Similar metadata record: Uber sexual assault survivors call for in-car cameras, tech upgrades and If the Cybertruck is deadly for pedestrians, it’s because all large trucks are","If the Cybertruck is deadly for pedestrians, it’s because all large trucks are"
The Best NBA Betting Sites and Apps for the 2023-24 Season,"Similar metadata record: The Best NBA Betting Sites and Apps for the 2023-24 Season and College Bowl Odds, Spreads, Money Lines and Totals - NCAAF 2023 Bowl Season","College Bowl Odds, Spreads, Money Lines and Totals - NCAAF 2023 Bowl Season"
The Best NBA Betting Sites and Apps for the 2023-24 Season,Similar metadata record: The Best NBA Betting Sites and Apps for the 2023-24 Season and Is Kevin Durant the Most Disrespected Superstar in the History of NBA?,Is Kevin Durant the Most Disrespected Superstar in the History of NBA?
The Best NBA Betting Sites and Apps for the 2023-24 Season,Similar metadata record: The Best NBA Betting Sites and Apps for the 2023-24 Season and NBA Prop Bets - Best Team and Player Props 2023/24 Season,NBA Prop Bets - Best Team and Player Props 2023/24 Season
The Best NBA Betting Sites and Apps for the 2023-24 Season,Similar metadata record: The Best NBA Betting Sites and Apps for the 2023-24 Season and Golden State's draft misses are starting to add up,Golden State's draft misses are starting to add up
The Best NBA Betting Sites and Apps for the 2023-24 Season,Similar metadata record: The Best NBA Betting Sites and Apps for the 2023-24 Season and Totals Betting - What is an Over/Under Bet?,Totals Betting - What is an Over/Under Bet?
The Best NBA Betting Sites and Apps for the 2023-24 Season,Similar metadata record: The Best NBA Betting Sites and Apps for the 2023-24 Season and NBA MVP Odds 2024 Season - Jokic and Giannis early favorites,NBA MVP Odds 2024 Season - Jokic and Giannis early favorites
Here are the best deals on headphones and wireless earbuds we could find,"Similar metadata record: Here are the best deals on headphones and wireless earbuds we could find and Know the price-matching policies for Best Buy, Target, Walmart, and others","Know the price-matching policies for Best Buy, Target, Walmart, and others"
Here are the best deals on headphones and wireless earbuds we could find,"Similar metadata record: Here are the best deals on headphones and wireless earbuds we could find and The best Black Friday headphone deals from Sony, Apple, Bose, Beats and more","The best Black Friday headphone deals from Sony, Apple, Bose, Beats and more"
Here are the best deals on headphones and wireless earbuds we could find,Similar metadata record: Here are the best deals on headphones and wireless earbuds we could find and The best gifts to level up a home theater,The best gifts to level up a home theater
Here are the best deals on headphones and wireless earbuds we could find,Similar metadata record: Here are the best deals on headphones and wireless earbuds we could find and Here are the shipping deadlines to get your holiday gifts on time,Here are the shipping deadlines to get your holiday gifts on time
Here are the best deals on headphones and wireless earbuds we could find,Similar metadata record: Here are the best deals on headphones and wireless earbuds we could find and Here are the best Kindle deals right now,Here are the best Kindle deals right now
Here are the best deals on headphones and wireless earbuds we could find,"Similar metadata record: Here are the best deals on headphones and wireless earbuds we could find and 14 Best Deals: TVs, Keyboards, Mice, Chargers, and Earbuds","14 Best Deals: TVs, Keyboards, Mice, Chargers, and Earbuds"
Here are the best deals on headphones and wireless earbuds we could find,Similar metadata record: Here are the best deals on headphones and wireless earbuds we could find and Some of our favorite devices are on sale for Black Friday.,Some of our favorite devices are on sale for Black Friday.
Here are the best deals on headphones and wireless earbuds we could find,Similar metadata record: Here are the best deals on headphones and wireless earbuds we could find and The best anti-Prime Big Deal Day deals,The best anti-Prime Big Deal Day deals
Here are the best deals on headphones and wireless earbuds we could find,Similar metadata record: Here are the best deals on headphones and wireless earbuds we could find and The best Prime Day deals on headphones for October 2023,The best Prime Day deals on headphones for October 2023
Ten Hag’s Manchester United stand up and die at club stuck in the past tense | Barney Ronay,Similar metadata record: Ten Hag’s Manchester United stand up and die at club stuck in the past tense | Barney Ronay and Ten Hag responds to Carra: Man Utd have actually improved,Ten Hag responds to Carra: Man Utd have actually improved
West Indies clinch T20 series after Shai Hope edges hosts past England total,"Similar metadata record: West Indies clinch T20 series after Shai Hope edges hosts past England total and ‘So used to seeing us winning’: Healy denies Aussie era ending after India loss, calls for more Tests","‘So used to seeing us winning’: Healy denies Aussie era ending after India loss, calls for more Tests"
West Indies clinch T20 series after Shai Hope edges hosts past England total,"Similar metadata record: West Indies clinch T20 series after Shai Hope edges hosts past England total and ‘Biggest win of my career’: De Minaur, Popyrin power Australia into Davis Cup final","‘Biggest win of my career’: De Minaur, Popyrin power Australia into Davis Cup final"
Sources: Palo Alto in advanced talks to buy Talon and Dig in a $1B security sweep,Similar metadata record: Sources: Palo Alto in advanced talks to buy Talon and Dig in a $1B security sweep and European neobroker Scalable Capital raises $65M on a flat $1.4B valuation,European neobroker Scalable Capital raises $65M on a flat $1.4B valuation
Sources: Palo Alto in advanced talks to buy Talon and Dig in a $1B security sweep,"Similar metadata record: Sources: Palo Alto in advanced talks to buy Talon and Dig in a $1B security sweep and Economists, central bankers are rethinking the quantitative easing strategy that saved the world but created bubbles and distortions","Economists, central bankers are rethinking the quantitative easing strategy that saved the world but created bubbles and distortions"
